Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Date
1965,Qtr 1,1,17,Unknown,Handley Page,Handley Page Hpr 7 Herald 211Cf,musquodoboit nova,Canada          Scotia Eastern Provincial Airways,0.0,8.0,8.0,1965-01-17
1965,Qtr 1,1,18,Canada,Douglas,Douglas Dc,trinity bay newfoundland,Canada Miami Aviaition/Air Manila,0.0,2.0,2.0,1965-01-18
1965,Qtr 1,1,20,Unknown,Antonov,Antonov An 24Cccp,khanty russia,Aeroflot,0.0,43.0,47.0,1965-01-20
1965,Qtr 1,1,22,Unknown,Douglas,Douglas C 47Hk,sugar loaf mountain colombia,Avianca,0.0,28.0,28.0,1965-01-22
1965,Qtr 1,1,23,Unknown,Canadair,Canadair Cp 107 Mk,off san juan puerto,Force Air Canadian Royal - RicoMilitary,0.0,16.0,16.0,1965-01-23
1965,Qtr 1,1,26,Unknown,Douglas,Douglas C 47Ap,lowery pass pakistan,Airlines International Pakistan,0.0,22.0,26.0,1965-01-26
1965,Qtr 1,1,31,Unknown,Convair,Convair Cv 440,off tangier morocco,Airlines Iberia,0.0,50.0,53.0,1965-01-31
1965,Qtr 2,1,10,Unknown,Handley Page,Handley Page Dart Herald 207Jy Acq,near damascus syria,Airlines Jordanian Royal Alia,0.0,54.0,54.0,1965-01-10
1965,Qtr 2,1,14,United Kingdom,Douglas,Douglas C 47Bg,jersey channel,UKBritish United Airways          Islands,0.0,26.0,27.0,1965-01-14
1965,Qtr 2,1,23,United States,Douglas,Douglas Dc 6An6541C,near seattle washington,Airlines Aaxico,0.0,5.0,5.0,1965-01-23
1965,Qtr 2,1,5,Spain,Lockheed,Lockheed 1049G 55 Super Constellationec,tenerife canary,SpainCanary Islands          Islands Iberia Airlines,0.0,30.0,49.0,1965-01-05
1965,Qtr 2,1,20,Unknown,Boeing,Boeing B 720,cairo egypt,Airlines International Pakistan,0.0,121.0,127.0,1965-01-20
1965,Qtr 2,1,27,Canada,Noorduyn,Noorduyn Norsemancf Mpl,cooper lake ontario,Canada Mattagami Skyways,0.0,3.0,5.0,1965-01-27
1965,Qtr 2,1,15,Unknown,Bell,Bell Uh 1D / Bell Uh1D (Helicopters)63,near colombus georgia,Army U.S. - Military / Army U.S. - Military,0.0,18.0,18.0,1965-01-15
1965,Qtr 2,1,25,United States,Boeing,Boeing C 135A60,near santa ana california,Force Air U.S. - Military,0.0,85.0,85.0,1965-01-25
1965,Qtr 2,1,28,United States,Boeing,Boeing B 707,san francisco california,Airways World American Pan,0.0,0.0,153.0,1965-01-28
1965,Qtr 3,1,1,United States,Boeing,Boeing B 707,kansas city missouri,Airlines Continental,0.0,0.0,66.0,1965-01-01
1965,Qtr 3,1,6,Unknown,Handley Page,Handley Page Hastings C Mark 1Tg577,near oxford england,Force Air -Royal Military,0.0,41.0,41.0,1965-01-06
1965,Qtr 3,1,7,Unknown,Antonov,Antonov An 12,cairo egypt,Force Air Soviet - Military,0.0,30.0,31.0,1965-01-07
1965,Qtr 3,1,8,United Kingdom,Douglas,Douglas Dc 6Bcf,dog creek british,Canada          Columbia Canadian Pacific Air Lines,0.0,52.0,52.0,1965-01-08
1965,Qtr 3,1,11,United States,Ec,Ec 121H (Super Constellation)55,off nantucket massachusetts,Force Air U.S. - Military,0.0,16.0,19.0,1965-01-11
1965,Qtr 3,1,15,Unknown,De Havilland,De Havilland 106An6503D,st. thomas virgin,Airways Islands IslandsVirgin,0.0,8.0,12.0,1965-01-15
1965,Qtr 3,1,25,Unknown,Douglas,Douglas C 47777,near libacao philippines,Force Air Philippine - Military,0.0,37.0,37.0,1965-01-25
1965,Qtr 3,1,4,Unknown,Douglas,Douglas C 54Dob,panama city panama,Peruanes Internacionales Rutas,0.0,7.0,7.0,1965-01-04
1965,Qtr 3,1,12,Brazil,Curtiss,Curtiss C 46App,near cuiaba brazil,Aéreos Transportes Paraense,0.0,13.0,13.0,1965-01-12
1965,Qtr 3,1,16,Unknown,Boeing,Boeing B 727,lake michigan near,Illinois          Chicago United Air Lines,0.0,30.0,30.0,1965-01-16
1965,Qtr 3,1,20,Unknown,Vickers Viscount,Vickers 804 Viscountsp Lva,jeuk belgium,Airlines Polish Lot,0.0,4.0,4.0,1965-01-20
1965,Qtr 3,1,24,Unknown,Lockheed,Lockheed Kc 130F149802,hong kongmilitary - u.s. marine corps,Unknown,0.0,59.0,72.0,1965-01-24
1965,Qtr 3,1,4,United States,Aero Commander,Aero Commander 680N6305U,lake tustumena alaska,Airlines Cordova,0.0,4.0,5.0,1965-01-04
1965,Qtr 3,1,11,Philippines,Douglas,Douglas Dc 3Api,near la carlota phillipines,Airways Orient Filipinas,0.0,11.0,11.0,1965-01-11
1965,Qtr 3,1,14,Unknown,Douglas,Douglas Dc 3Et,gore ethiopia,Airlines Ethiopian,0.0,17.0,17.0,1965-01-14
1965,Qtr 3,1,16,Unknown,Transportes Aéreos,Transportes Aéreos Orientaleshc Afq,near pastaza ecuador,TAO,0.0,9.0,11.0,1965-01-16
1965,Qtr 3,1,16,Unknown,Douglas,Douglas Dc 3Xv,quang ngai south,Vietnam) (South Vietnam VietnamAir,0.0,38.0,39.0,1965-01-16
1965,Qtr 3,1,17,Unknown,Boeing,Boeing B 707,chances peak montserrat,Airways World American Pan,0.0,30.0,30.0,1965-01-17
1965,Qtr 3,1,27,Unknown,Beechcraft,Beechcraft C 45Hn9574Z,bao trai vietnam,America Air,0.0,3.0,3.0,1965-01-27
1965,Qtr 4,1,8,Unknown,Fokker,Fokker F 27 Friendship 200Ap,near patian pakistan,Airlines International Pakistan,0.0,4.0,4.0,1965-01-08
1965,Qtr 4,1,17,Unknown,Douglas,Douglas Dc 3 / Piper Pa,bucaramanga colombia,Avianca,0.0,19.0,19.0,1965-01-17
1965,Qtr 4,1,18,Unknown,Boeing,Boeing 307 Stratoliner B 1F,near hanoi vietnam,Commision Control International,0.0,13.0,13.0,1965-01-18
1965,Qtr 4,1,20,Unknown,Douglas,Douglas Dc 3Pi,near manila philippines,Lines Air Philippine,0.0,1.0,37.0,1965-01-20
1965,Qtr 4,1,27,Unknown,Vickers Vanguard,Vickers Vanguard 951G Apee,london england,Airways European British,0.0,36.0,36.0,1965-01-27
1965,Qtr 4,1,2,Unknown,Douglas,Douglas C 47A316410,obock french,Force Air French - SomalilandMilitary,0.0,30.0,30.0,1965-01-02
1965,Qtr 4,1,3,Unknown,Douglas,Douglas C 54Tc,off puerto lemon costa,Force Air Argentine - RicaMilitary,0.0,68.0,68.0,1965-01-03
1965,Qtr 4,1,8,Unknown,Douglas,Douglas C 47Dlhk,near boqueron colombia,TAO Aerolineas,0.0,30.0,30.0,1965-01-08
1965,Qtr 4,1,8,Unknown,Boeing,Boeing B 727,cincinnati airport near,Kentucky          Covington American Airlines,0.0,58.0,62.0,1965-01-08
1965,Qtr 4,1,10,Unknown,Tupolev,Tupolev Tu 124Cccp,murmansk russia,Aeroflot,0.0,32.0,64.0,1965-01-10
1965,Qtr 4,1,11,United States,Boeing,Boeing B 727,salt lake city utah,Lines Air United,0.0,43.0,91.0,1965-01-11
1965,Qtr 4,1,14,United States,Lear jet,Learjet 23N243F,near palm springs california,Inc. Service Flying Kelly Paul,0.0,8.0,8.0,1965-01-14
1965,Qtr 4,1,27,United States,Douglas,Douglas C 53,salt lake city  utah,Airlines Edde,0.0,13.0,13.0,1965-01-27
1965,Qtr 4,1,4,Unknown,Boeing,Boeing B 707,carmel new,Lines Air Eastern / Airlines World YorkTrans,0.0,4.0,112.0,1965-01-04
1965,Qtr 4,1,7,Spain,Douglas,Douglas Dc 3Ec,tenerife canary,IslandsSpantax,0.0,32.0,32.0,1965-01-07
1965,Qtr 4,1,11,Unknown,Fairchild,Fairchild C 123C56,near tuy hoa south,Force Air U.S. - VietnamMilitary,0.0,85.0,85.0,1965-01-11
1965,Qtr 4,1,16,Unknown,Douglas,Douglas Dc 3Api,legaspi philippines,Manila Air,0.0,2.0,21.0,1965-01-16
1966,Qtr 1,1,1,Unknown,Ilyushin,Ilyushin Il 14Pcccp,kamchatsky russia,Aeroflot,0.0,23.0,23.0,1966-01-01
1966,Qtr 1,1,1,Indonesia,Douglas,Douglas Dc 3 / Douglas Dc,near palembang sumatra,Indonesia Garuda  Indonesia Airlines / Garuda Indonesia Airlines,0.0,34.0,34.0,1966-01-01
1966,Qtr 1,1,9,Colombia,Douglas DC-3 (C-47),Dc3(C47)Fac 675,chipaque cundinamarca,Colombia Satena,0.0,11.0,11.0,1966-01-09
1966,Qtr 1,1,14,Unknown,Antonov,Antonov An 2Cccp,shamurat uzbekistan,Aeroflot,0.0,11.0,11.0,1966-01-14
1966,Qtr 1,1,15,Unknown,Douglas,Douglas Dc 6,off cartagena colombia,Avianca,0.0,56.0,64.0,1966-01-15
1966,Qtr 1,1,17,Spain,Boeing B52 Stratofortress/Boeing Kc,Boeing B52 Stratofortress/Boeing Kc 135A580256/61 0273,palomares spain,Force Air US - Military,0.0,7.0,11.0,1966-01-17
1966,Qtr 1,1,22,Unknown,Douglas,Douglas Dc 3N4662,port-au-prince haiti,COHATA,0.0,30.0,35.0,1966-01-22
1966,Qtr 1,1,24,Unknown,Boeing,Boeing B 707,mont blanc french,Switzerland          Alps Air India,0.0,117.0,117.0,1966-01-24
1966,Qtr 1,1,25,Unknown,Fairchild,Fairchild C 123B54,near binh khe south,Force Air U.S. - VietnamMilitary,0.0,46.0,46.0,1966-01-25
1966,Qtr 1,1,28,Unknown,Convair,Convair Cv 440,bremen germany,Lufthansa,0.0,46.0,46.0,1966-01-28
1966,Qtr 1,1,2,Unknown,Sikorsky,Sikorsky S 61Nap,near faridpur east,Airlines International (Bangladesh)Pakistan Pakistan,0.0,23.0,24.0,1966-01-02
1966,Qtr 1,1,4,Unknown,Boeing,Boeing B 727,tokyo bay japan,Airways Nippon All,0.0,133.0,133.0,1966-01-04
1966,Qtr 1,1,7,India,Fokker,Fokker F 27 Friendship 200Ph,srinagar india,Airlines Indian,0.0,37.0,37.0,1966-01-07
1966,Qtr 1,1,15,India,Sud Aviation,Sud Aviation Se 210 Caravelle Vinvt,delhi india,Airlines Indian,0.0,2.0,80.0,1966-01-15
1966,Qtr 1,1,16,Unknown,Ilyushin,Ilyushin Ii 14Cccp,pechora russia,Aeroflot,0.0,26.0,26.0,1966-01-16
1966,Qtr 1,1,16,Unknown,Tupolev,Tupolev Tu 114Cccp,moscow russia,Aeroflot,0.0,21.0,66.0,1966-01-16
1966,Qtr 1,1,18,Unknown,Douglas,Douglas Dc 6Boo,near milan italy,Services Air International Belgian,0.0,4.0,4.0,1966-01-18
1966,Qtr 1,1,4,Unknown,McDonnell Douglas,Mcdonnell Douglas Dc 8,near tokyo japan,Lines Air Pacific Canadian,0.0,64.0,72.0,1966-01-04
1966,Qtr 1,1,5,Unknown,Boeing,Boeing B 707,near gotemba city mt.,Japan          Fuji British Overseas Airways,0.0,124.0,124.0,1966-01-05
1966,Qtr 1,1,10,United States,Grumman,Grumman G 21Acf,reef island alaska,Western Pacific,0.0,6.0,7.0,1966-01-10
1966,Qtr 1,1,10,Unknown,Douglas,Douglas Dc 6Aod,athens greece,Airways Mediterranean Trans,0.0,5.0,5.0,1966-01-10
1966,Qtr 1,1,18,Unknown,Antonov,Antonov An 24Bsu,cairo egypt,Airlines Arab United,0.0,30.0,30.0,1966-01-18
1966,Qtr 1,1,20,Unknown,Curtiss,Curtiss C 46Fn1245N,asuncion paraguay,Americanos Servicios,0.0,2.0,2.0,1966-01-20
1966,Qtr 2,1,22,United States,Lockheed,Lockheed 188C Electran183H,near ardmore oklahoma,Airline Flyers American,0.0,83.0,98.0,1966-01-22
1966,Qtr 2,1,23,Unknown,Ilyushin,Ilyushin Il 14Cccp,off baku azerbaijan,Aeroflot,0.0,33.0,33.0,1966-01-23
1966,Qtr 2,1,27,Unknown,Lockheed,Lockheed 749A Constellationob R,tomas peru,LANSA,0.0,49.0,49.0,1966-01-27
1966,Qtr 2,1,4,Unknown,Boeing Ch47A,Boeing Ch47A (Helicopter)64 13138,near di linh south,Army U.S. - VietnamMilitary,0.0,20.0,20.0,1966-01-04
1966,Qtr 2,1,20,Unknown,Curtiss,Curtis C 46E,lac peribonka qc,Canada Norair,0.0,2.0,2.0,1966-01-20
1966,Qtr 2,1,29,Unknown,Douglas,Douglas Dc 3Pi,sablayan philippines,Lines Air Philippine,0.0,24.0,26.0,1966-01-29
1966,Qtr 3,1,4,Unknown,Douglas,Douglas Dc 8,auckland new,Zealand New ZealandAir,0.0,2.0,5.0,1966-01-04
1966,Qtr 3,1,11,Unknown,Curtiss,Curtiss C 46Dhk,cerro el planchon chile,Colombia Aeropesca,0.0,8.0,8.0,1966-01-11
1966,Qtr 3,1,11,United States,De Havilland,De Havilland 104 6An1563V,hideaway park colorado,Airways Alamo,0.0,3.0,3.0,1966-01-11
1966,Qtr 3,1,15,Unknown,Lockheed,Lockheed C 130B Hercules24142,pakistanmilitary - pakistan air force,Unknown,0.0,10.0,10.0,1966-01-15
1966,Qtr 3,1,24,India,Beechcraft,Beechcraft H50N538B,near munster indiana,Aviation Mainline - Private,0.0,4.0,4.0,1966-01-24
1966,Qtr 3,1,3,Unknown,Curtiss,Curtiss C 46Dcp,benito bolivia,Boliviano Aéreo Lloyd,0.0,3.0,3.0,1966-01-03
1966,Qtr 3,1,6,United States,Bac,Bac One Eleven 203Aen1553,near falls city nebraska,Airlines Braniff,0.0,42.0,42.0,1966-01-06
1966,Qtr 3,1,11,Unknown,Ilyushin,Ilyushin Il 14Yr,near sibiu romania,TAROM,0.0,24.0,24.0,1966-01-11
1966,Qtr 3,1,17,Unknown,Curtiss,Curtiss C 46F,puertos lobos argentina,Halcon Aerovias,0.0,1.0,16.0,1966-01-17
1966,Qtr 3,1,17,Unknown,Chance Vought,Chance Vought F 8E150321,near da nang south,Corps Marine U.S. - VietnamMilitary,33.0,0.0,1.0,1966-01-17
1966,Qtr 3,1,21,United States,Grumman,Grumman G 21 Goosen88820,near juneau alaska,Airlines Coastal Alaska,0.0,9.0,9.0,1966-01-21
1966,Qtr 3,1,1,Unknown,Bristol,Bristol Britannia 102G Anbb,near ljubljana slovenia,Yugoslavia Britannia Airways,0.0,98.0,117.0,1966-01-01
1966,Qtr 3,1,4,India,Sud Aviation,Sud Aviation Se 210 Caravellevt,mumbai indian,Airlines Indian,0.0,4.0,4.0,1966-01-04
1966,Qtr 3,1,16,Spain,Douglas,Douglas Dc 3Ec,off tenerife canary,Spain          Islands Iberia Airlines,0.0,1.0,27.0,1966-01-16
1966,Qtr 3,1,22,Unknown,Vickers Viscount,Vickers Viscount 832Vh Rmi,winton australia,ANA Ansett,0.0,24.0,24.0,1966-01-22
1966,Qtr 3,1,22,Unknown,Douglas,Douglas Dc 4Hk,bogota colombia,Avianca,0.0,2.0,2.0,1966-01-22
1966,Qtr 4,1,1,United States,McDonnell Douglas,Mcdonnell Douglas Dc 9,near wemme oregon,Airlines Coast West,0.0,18.0,18.0,1966-01-01
1966,Qtr 4,1,4,Unknown,De Havilland,De Havilland Canada Cv 2B Caribou63,an khe vietnam,Army U.S. - Military,0.0,14.0,32.0,1966-01-04
1966,Qtr 4,1,8,United States,Bell,Bell 204B Helicoptern1187W,off morgan city louisiana,Helicopter Petroleum,0.0,11.0,11.0,1966-01-08
1966,Qtr 4,1,11,United States,Lockheed,Lockheed Ec 121H55,off chatham massachusetts,Force Air U.S. - Military,0.0,19.0,19.0,1966-01-11
1966,Qtr 4,1,13,Unknown,NAMC,Namc Ys,off matsuyama japan,Airways Nippon All,0.0,50.0,50.0,1966-01-13
1966,Qtr 4,1,15,Unknown,Boeing,Boeing 727 21N317Pa,near dallgow germany,Airways American Pan,0.0,3.0,3.0,1966-01-15
1966,Qtr 4,1,20,Unknown,Martin,Martin 404N40406,near new bern north,Airlines CarolinaPiedmont,0.0,3.0,3.0,1966-01-20
1966,Qtr 4,1,22,Unknown,Douglas,Douglas Dc 3Vr,near aden yemen,Airways Aden,0.0,30.0,30.0,1966-01-22
1966,Qtr 4,1,24,Unknown,Ilyushin,Ilyushin Il 18Blz,near bratislava czechoslovakia,Obshchestvo Bulgaro-Soviet Aviatsionno Transportno,0.0,82.0,82.0,1966-01-24
1966,Qtr 4,1,26,Unknown,Consolidated,Consolidated Pby 5A Catalinafac,near la pedrera colombia,Satena,0.0,12.0,13.0,1966-01-26
1966,Qtr 4,1,26,Unknown,Douglas,Douglas C 47D4476574,near saigon south,Force Air U.S. - VietnamMilitary,0.0,31.0,31.0,1966-01-26
1966,Qtr 4,1,2,Unknown,Tupolev,Tupolev Tu 114Bcccp,moscow russia,Aeroflot,0.0,21.0,21.0,1966-01-02
1966,Qtr 4,1,18,Unknown,Lockheed,Lockheed L 1649A Starlinern7301C,bogota colombia,Colombia de Aerocondor,0.0,17.0,59.0,1966-01-18
1966,Qtr 4,1,24,Unknown,Douglas,Douglas C 47A,cascubel river colombia,Avianca,0.0,29.0,29.0,1966-01-24
1966,Qtr 4,1,24,Unknown,Canadair,Canadair Cl 44D4,binh tahi da,Vietnam          Nang Flying Tiger Line,125.0,4.0,4.0,1966-01-24
1967,Qtr 1,1,6,Unknown,Douglas,Douglas Dc 3Yk,aleppo syria,Airlines Arab Syrian,0.0,1.0,19.0,1967-01-06
1967,Qtr 1,1,7,Unknown,Antonov,Antonov An 24,near hourghada uarmisrair,Unknown,0.0,30.0,30.0,1967-01-07
1967,Qtr 1,1,9,Unknown,Antonov,Antonov An 12Cu,near mexico city mexico,Aviacion de Cubana,0.0,10.0,10.0,1967-01-09
1967,Qtr 1,1,16,Unknown,Lockheed,Lockheed L 188C Electrapk,manado indonesia,Airlines Indonesia Garuda,0.0,22.0,63.0,1967-01-16
1967,Qtr 1,1,20,Unknown,Douglas,Douglas Dc 6Hr,tegucigalpa honduras,Airlines Sahsa,0.0,4.0,55.0,1967-01-20
1967,Qtr 1,1,28,Unknown,Fokker,Fokker F 27 Friendship 100Pi,mactan philippines,Lines Air Philippine,0.0,12.0,20.0,1967-01-28
1967,Qtr 1,1,5,Unknown,McDonnell Douglas,Mcdonnell Douglas Dc 8,monrovia liberia,Varig,5.0,51.0,90.0,1967-01-05
1967,Qtr 1,1,5,United States,Convair,Convair Cv 580N73130,near marseille ohio,Airlines Central Lake,0.0,38.0,38.0,1967-01-05
1967,Qtr 1,1,8,Unknown,Unknown,At L98 Carvairf Bmhu,karachi pakistan,Transport Air Compagnie,7.0,4.0,6.0,1967-01-08
1967,Qtr 1,1,9,United States,McDonnell Douglas,Md Douglas Dc 9,urbana ohio,Private / Airlines World Trans,0.0,26.0,26.0,1967-01-09
1967,Qtr 1,1,10,United States,Fairchild,Fairchild F 27N2712,near klamath falls oregon,Airlines Coast West,0.0,4.0,4.0,1967-01-10
1967,Qtr 1,1,10,Unknown,Douglas,Douglas C 47J99844,near phan rang south,Navy U.S. - VietnamMilitary,0.0,25.0,25.0,1967-01-10
1967,Qtr 1,1,11,Unknown,De Havilland,De Havilland Canada Dhc 6 Twin Otter 100I,mt visenti italy,Aeralpi,0.0,4.0,5.0,1967-01-11
1967,Qtr 1,1,12,Unknown,Ilyushin,Ilyushin Il 14Pcccp,near yakutsk russia,Aeroflot,0.0,15.0,19.0,1967-01-12
1967,Qtr 1,1,13,Unknown,Vickers Viscount,Vickers Viscount 818Zs Cva,off east london south,Airways African AfricaSouth,0.0,25.0,25.0,1967-01-13
1967,Qtr 1,1,30,United States,McDonnell Douglas,Mcdonnell Douglas Dc 8,new orleans louisiana,Lines Air Delta,13.0,6.0,6.0,1967-01-30
1967,Qtr 2,1,2,Unknown,Lockheed,Lockheed 18 Lodestarn706G,off lima peru,Airlines Caribbean,0.0,5.0,5.0,1967-01-02
1967,Qtr 2,1,8,Unknown,Curtiss,Curtiss C 46 Commando,seoul south,Force Air Korea of Republic - KoreaMilitary,44.0,15.0,15.0,1967-01-08
1967,Qtr 2,1,11,Unknown,Douglas,Douglas Dc 47T,tamanrasset algeria,Algerie Air,0.0,35.0,39.0,1967-01-11
1967,Qtr 2,1,17,Unknown,Lockheed,Lockheed C 130B5,near mamuniyeh iran,Force Air Iranian Imperial - Military,0.0,23.0,23.0,1967-01-17
1967,Qtr 2,1,20,Unknown,Bristol,Bristol Britannia 175Hb Itb,near nicosia cyprus,Air Globe,0.0,126.0,130.0,1967-01-20
1967,Qtr 2,1,26,Unknown,Douglas,Douglas Dc 3Hk,near sogamosa colombia,Avianca,0.0,17.0,18.0,1967-01-26
1967,Qtr 2,1,27,Unknown,Fokker,Fokker F 27 Friendship 400Pk,malaybalay philippines,Service Air Pelita,0.0,19.0,21.0,1967-01-27
1967,Qtr 2,1,1,Unknown,De Havilland,De Havilland Dh 104 / Piper Pa,flushing new,Private / Airways YorkGreylock,0.0,3.0,14.0,1967-01-01
1967,Qtr 2,1,15,Unknown,Curtiss,Curtiss C 46Tcf,cape dyer northwest,CanadaNordair Territories,0.0,4.0,4.0,1967-01-15
1967,Qtr 2,1,19,Canada,Douglas,Douglas Dc 8,ottawa ontario,Canada Air Canada,0.0,3.0,3.0,1967-01-19
1967,Qtr 2,1,3,Unknown,Douglas,Douglas C54Ag Apyk,mt. canigou near,France          Roussillon Air Ferry Ltd,0.0,88.0,88.0,1967-01-03
1967,Qtr 2,1,4,United Kingdom,Canadair,Canadair C 4 Argonautg,stockport cheshire,England British Midland Airways,0.0,72.0,84.0,1967-01-04
1967,Qtr 2,1,11,Unknown,Douglas,Douglas Dc 3Hz,jedda saudi,Airlines Arabian ArabiaSaudi,0.0,17.0,18.0,1967-01-11
1967,Qtr 2,1,12,Unknown,Bristol,Bristol 170 Freighter 31Eei Apm,dublin ireland,Turas Aer,0.0,2.0,2.0,1967-01-12
1967,Qtr 2,1,12,Unknown,Douglas,Douglas Dc 3A,near la paz mexico,Mexico de Aeronaves,2.0,3.0,4.0,1967-01-12
1967,Qtr 2,1,15,Brazil,Douglas,Douglas C 47C,near coari brazil,Force Air Brazilian - Military,0.0,20.0,25.0,1967-01-15
1967,Qtr 2,1,17,Unknown,Lockheed,Lockheed C 130B60,an khe south,Force Air U.S. - VietnamMilitary,0.0,35.0,56.0,1967-01-17
1967,Qtr 2,1,23,Unknown,Bell,Bell Uh 1B / Sikorsky Ch53A Helicopters638572/153305,near jacksonville north,Corps Marine U.S. - Corps/Military Marine U.S. - CarolinaMilitary,0.0,22.0,35.0,1967-01-23
1967,Qtr 2,1,23,United States,Bac One Eleven,Bac One Eleven 204Afn1116J,blossburg pennsylvania,Airlines Mohawk,0.0,34.0,34.0,1967-01-23
1967,Qtr 2,1,24,Unknown,Douglas,Douglas Dc 3Hz,khamis mushait saudi,Airlines Arabian ArabiaSaudi,0.0,16.0,17.0,1967-01-24
1967,Qtr 2,1,30,Unknown,Sud Aviation,Sud Aviation Se 210 Caravelle Iiihs,kai tak hong,International KongThai,0.0,24.0,80.0,1967-01-30
1967,Qtr 3,1,6,Unknown,Fokker,Fokker F 27 Friendship 100Pi,bacolod philippines,Lines Air Philippine,0.0,21.0,21.0,1967-01-06
1967,Qtr 3,1,15,Canada,Uknown,,near williamsport newfoundland,Canada Eastern Provincial Airways,0.0,4.0,4.0,1967-01-15
1967,Qtr 3,1,19,Madagascar,Douglas,Douglas Dc 4,tananarive malagasy,Madagascar RepublicAir,0.0,42.0,42.0,1967-01-19
1967,Qtr 3,1,19,Unknown,Boeing,Boeing B 727,near hendersonville north,Private / Airlines CarolinaPiedmont,0.0,82.0,82.0,1967-01-19
1967,Qtr 3,1,25,Unknown,Douglas,Douglas Dc 3B,near luang prabang laos,Aviation Taiwan,0.0,18.0,18.0,1967-01-25
1967,Qtr 3,1,25,Unknown,Douglas,Douglas Dc 3Xw,near luang prabang laos,Akat Vehu,0.0,16.0,16.0,1967-01-25
1967,Qtr 3,1,27,United States,North American Aviation,North American B 25 Mitchelln3443G,lake erie off huron ohio,Private,0.0,16.0,22.0,1967-01-27
1967,Qtr 3,1,5,Canada,Ilyushin,Ilyushin Il 18Ok,near gander newfoundland,Canada Ceskoslovenske Aerolinie,0.0,37.0,69.0,1967-01-05
1967,Qtr 4,1,8,Unknown,Lockheed,Lockheed C130B61 2649,near huong thuy south,Force Air U.S. - VietnamMilitary,0.0,23.0,23.0,1967-01-08
1967,Qtr 4,1,9,Unknown,Bac One,Bac One Eleven,over the carribean sealacsa,Unknown,0.0,2.0,23.0,1967-01-09
1967,Qtr 4,1,12,Unknown,De Havilland,De Havilland Comet 4Bg Arco,off rhodes greece,Airways European British,0.0,66.0,66.0,1967-01-12
1967,Qtr 4,1,24,Unknown,Douglas,Douglas Dc 3B,south vietnamchina airlines (taiwan),Unknown,0.0,16.0,16.0,1967-01-24
1967,Qtr 4,1,3,Brazil,Handley Page,Handley Page Hpr 7 Herald 214Pp,near curitiba brazil,Sadia,0.0,21.0,25.0,1967-01-03
1967,Qtr 4,1,4,United Kingdom,Sud Aviation,Sud Aviation Caravelle 10Rec Bdd,fernhurst sussex,England Iberia Airlines,0.0,37.0,37.0,1967-01-04
1967,Qtr 4,1,5,China,Convair,Convair Cv 880,hong kong china,Airways Pacific Cathay,0.0,1.0,127.0,1967-01-05
1967,Qtr 4,1,6,United States,Boeing,Boeing B 707,cincinnati ohio,Airlines World Trans,0.0,1.0,36.0,1967-01-06
1967,Qtr 4,1,16,Unknown,Ilyushin,Ilyushin Il 18Bcccp,near sverdlovsk russia,Aeroflot,0.0,107.0,107.0,1967-01-16
1967,Qtr 4,1,20,Unknown,Convair,Convair Cv 880,cincinnati international airport covington/hebron,Kentucky Trans World Airlines,0.0,70.0,82.0,1967-01-20
1967,Qtr 4,1,30,Unknown,De Havilland,De Havilland Canada C 7A Caribou62,near qui nhon south,Force Air U.S. - VietnamMilitary,0.0,26.0,26.0,1967-01-30
1967,Qtr 4,1,7,Unknown,Douglas,Douglas Dc 3Xw,muong soui laos,Airlines Cathay Lao,0.0,10.0,12.0,1967-01-07
1967,Qtr 4,1,8,Unknown,Douglas,Douglas Dc C,carpich huanuco mt. peru,Faucett,0.0,72.0,72.0,1967-01-08
1967,Qtr 4,1,10,United States,Beechcraft,Beechcraft 18Hn390R,near madison wisconsin,Private,0.0,7.0,8.0,1967-01-10
1967,Qtr 4,1,21,United States,Douglas,Douglas C 47An65276,denver colorado,Airlines Frontier,0.0,2.0,2.0,1967-01-21
1967,Qtr 4,1,25,Unknown,Douglas,Douglas Dc 3Hs,chiang mai thailand,Airways Thai,0.0,4.0,31.0,1967-01-25
1967,Qtr 4,1,30,Unknown,Antonov,Antonov An 24Bcccp,liepaja latvia,Aeroflot,0.0,44.0,51.0,1967-01-30
1968,Qtr 1,1,6,Unknown,Antonov,Antonov An 24Bcccp,near olekminsk russia,Aeroflot,0.0,45.0,46.0,1968-01-06
1968,Qtr 1,1,8,Unknown,Sikorsky,Sikorsky Ch 53A (Helicopter)153710,near quang tri south,Corps Marine U.S. - VietnamMilitary,0.0,42.0,42.0,1968-01-08
1968,Qtr 1,1,10,United States,Douglas,Douglas C 54P50850,near copper canyon nevada,Corps Marine U.S. - Military,0.0,19.0,19.0,1968-01-10
1968,Qtr 1,1,15,Unknown,Douglas,Douglas Dc 3Su,zifta egypt,Airlines Arab United,0.0,4.0,4.0,1968-01-15
1968,Qtr 1,1,27,Unknown,De Havilland,De Havilland Dh 114 Heron 1Bf,moroni comoro,Comores IslandsAir,0.0,15.0,16.0,1968-01-27
1968,Qtr 1,1,7,Unknown,Boeing,Boeing B 707,vancouver canada,Lines Air Pacific Canadian,1.0,1.0,61.0,1968-01-07
1968,Qtr 1,1,7,Unknown,Antonov,Antonov An 12Bpbl534,rohtang pass northern,Force Air Indian - IndiaMilitary,0.0,102.0,102.0,1968-01-07
